fen,eval
r2q1rk1/2p2p2/pp2p3/2npPb2/PP3P1P/2P2N1R/5KP1/n4B2 w - - 0 22,-6.4400
r2q1rk1/2p2p2/pp2p3/2npPb2/PP3PPP/2P2N1R/5K2/n4B2 b - - 0 22,-7.2000
r2q1rk1/2p2p2/pp2p3/2npP3/PP3PbP/2P2N1R/5K2/n4B2 w - - 0 23,-6.1100
r2q1rk1/2p2p2/pp2p3/2npPP2/PP4bP/2P2N1R/5K2/n4B2 b - - 0 23,-7.0400
r2q1rk1/2p2p2/pp2p3/3pPP2/PP2n1bP/2P2N1R/5K2/n4B2 w - - 1 24,-7.0300
r2q1rk1/2p2p2/pp2p3/3pPP2/PP2n1bP/2P2N1R/8/n4BK1 b - - 2 24,-6.7600
r2q1rk1/2p5/pp2pp2/3pPP2/PP2n1bP/2P2N1R/8/n4BK1 w - - 0 25,-6.6000
r2q1rk1/2p5/pp2pp2/3pPP2/PP2n1bP/2P4R/3N4/n4BK1 b - - 1 25,-7.0400
r2q1rk1/2p5/pp2p3/3ppP2/PP2n1bP/2P4R/3N4/n4BK1 w - - 0 26,-6.9100
r2q1rk1/2p5/pp2P3/3pp3/PP2n1bP/2P4R/3N4/n4BK1 b - - 0 26,-8.3500
r2q1rk1/2p5/pp2b3/3pp3/PP2n2P/2P4R/3N4/n4BK1 w - - 0 27,-7.7700
rnbqkb1r/pp1ppppp/2p2n2/8/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 0 3,0.3400
rnbqkb1r/pp1ppp1p/2p2np1/8/3P4/4PN2/PPP2PPP/RNBQKB1R w KQkq - 0 4,0.3500
rnbqkb1r/pp1ppp1p/2p2np1/8/2PP4/4PN2/PP3PPP/RNBQKB1R b KQkq - 0 4,0.4200
rnbqkb1r/pp2pp1p/2pp1np1/8/2PP4/4PN2/PP3PPP/RNBQKB1R w KQkq - 0 5,0.5400
rnbqkb1r/pp2pp1p/2pp1np1/8/2PP4/3BPN2/PP3PPP/RNBQK2R b KQkq - 1 5,0.3400
rnbqk2r/pp2ppbp/2pp1np1/8/2PP4/3BPN2/PP3PPP/RNBQK2R w KQkq - 2 6,0.3800
rnbqk2r/pp2ppbp/2pp1np1/8/2PP4/3BPN2/PP3PPP/RNBQ1RK1 b kq - 3 6,0.3600
rnbqkbnr/pp1p1ppp/8/2p1p3/P3P3/2N5/1PPP1PPP/R1BQKBNR b KQkq - 0 3,0.7100
rnbqk1nr/pp1pbppp/8/2p1p3/P3P3/2N5/1PPP1PPP/R1BQKBNR w KQkq - 1 4,0.7300
rnbqk1nr/pp1pbppp/8/2p1p3/P3P3/2N2N2/1PPP1PPP/R1BQKB1R b KQkq - 2 4,0.3700
r1bqk1nr/pp1pbppp/2n5/2p1p3/P3P3/2N2N2/1PPP1PPP/R1BQKB1R w KQkq - 3 5,0.4000
r1bqk1nr/pp1pbppp/2n5/1Bp1p3/P3P3/2N2N2/1PPP1PPP/R1BQK2R b KQkq - 4 5,0.2700
r1bqk1nr/pp1p1ppp/2n2b2/1Bp1p3/P3P3/2N2N2/1PPP1PPP/R1BQK2R w KQkq - 5 6,0.6700
r1bqk1nr/pp1p1ppp/2n2b2/1Bp1p3/P3P3/2N2N2/1PPP1PPP/R1BQ1RK1 b kq - 6 6,0.6800
r1bqk1nr/pp1p1ppp/5b2/1Bp1p3/Pn2P3/2N2N2/1PPP1PPP/R1BQ1RK1 w kq - 7 7,0.6500
r1bqk1nr/pp1p1ppp/5b2/1Bp1p3/Pn2P3/2NP1N2/1PP2PPP/R1BQ1RK1 b kq - 0 7,0.5400
r1bqk2r/pp1pnppp/5b2/1Bp1p3/Pn2P3/2NP1N2/1PP2PPP/R1BQ1RK1 w kq - 1 8,0.5900
r1bqk2r/pp1pnppp/5b2/1Bp1p3/Pn2P3/2NPBN2/1PP2PPP/R2Q1RK1 b kq - 2 8,0.5000
r1b1k2r/pp1pnppp/1q3b2/1Bp1p3/Pn2P3/2NPBN2/1PP2PPP/R2Q1RK1 w kq - 3 9,1.4800
r1b1k2r/pp1pnppp/1q3b2/2p1p3/PnB1P3/2NPBN2/1PP2PPP/R2Q1RK1 b kq - 4 9,1.1100
r1b2rk1/pp1pnppp/1q3b2/2p1p3/PnB1P3/2NPBN2/1PP2PPP/R2Q1RK1 w - - 5 10,1.1500
r1b2rk1/pp1pnppp/1q3b2/2p1p3/PnB1P2P/2NPBN2/1PP2PP1/R2Q1RK1 b - - 0 10,0.5600
r1b2rk1/pp1pnpp1/1q3b1p/2p1p3/PnB1P2P/2NPBN2/1PP2PP1/R2Q1RK1 w - - 0 11,1.3400
r1b2rk1/pp1pnpp1/1q3b1p/2p1p3/PnB1P2P/2NPB3/1PP2PPN/R2Q1RK1 b - - 1 11,0.8000
r1b2rk1/1p1pnpp1/1q3b1p/p1p1p3/PnB1P2P/2NPB3/1PP2PPN/R2Q1RK1 w - - 0 12,1.7300
r1b2rk1/1p1pnpp1/1q3b1p/p1p1p2Q/PnB1P2P/2NPB3/1PP2PPN/R4RK1 b - - 1 12,1.0000
r1b2rk1/1p1pnpp1/2q2b1p/p1p1p2Q/PnB1P2P/2NPB3/1PP2PPN/R4RK1 w - - 2 13,1.9100
r1b2rk1/1p1pnpp1/2q2b1p/pBp1p2Q/Pn2P2P/2NPB3/1PP2PPN/R4RK1 b - - 3 13,1.3800
r1b2rk1/1p1pnpp1/3q1b1p/pBp1p2Q/Pn2P2P/2NPB3/1PP2PPN/R4RK1 w - - 4 14,2.0700
r1b2rk1/1p1pnpp1/3q1b1p/pBp1p2Q/Pn2P1NP/2NPB3/1PP2PP1/R4RK1 b - - 5 14,1.7900
r1b2rk1/1p1pnpp1/1q3b1p/pBp1p2Q/Pn2P1NP/2NPB3/1PP2PP1/R4RK1 w - - 6 15,2.0300
r1b2rk1/1p1pnpp1/1q3b1p/pBp1p2Q/Pn2PPNP/2NPB3/1PP3P1/R4RK1 b - - 0 15,2.3600
r1b2rk1/1p1pnp2/1q3bpp/pBp1p2Q/Pn2PPNP/2NPB3/1PP3P1/R4RK1 w - - 0 16,3.5000
r1b2rk1/1p1pnp2/1q3bpN/pBp1p2Q/Pn2PP1P/2NPB3/1PP3P1/R4RK1 b - - 0 16,2.4900
r1b2r2/1p1pnpk1/1q3bpN/pBp1p2Q/Pn2PP1P/2NPB3/1PP3P1/R4RK1 w - - 1 17,3.4500
r1b2r2/1p1pnpk1/1q3bpN/pBp1p3/Pn2PP1P/2NPBQ2/1PP3P1/R4RK1 b - - 2 17,1.7700
r1b2r2/1p1pnpk1/1q3bpN/pBp5/Pn2Pp1P/2NPBQ2/1PP3P1/R4RK1 w - - 0 18,3.7800
r1b2r2/1p1pnpk1/1q3bpN/pBp5/Pn2PB1P/2NP1Q2/1PP3P1/R4RK1 b - - 0 18,2.4500
r1b2r2/1p1pnpk1/1q4pN/pBp5/Pn1bPB1P/2NP1Q2/1PP3P1/R4RK1 w - - 1 19,2.8900
r1b2r2/1p1pnpk1/1q4pN/pBp5/Pn1bPB1P/2NP1Q2/1PP3PK/R4R2 b - - 2 19,2.6300
r1b2r2/1p2npk1/1q4pN/pBpp4/Pn1bPB1P/2NP1Q2/1PP3PK/R4R2 w - - 0 20,2.6800
r1b2r2/1p2npk1/1q4pN/pBpp4/Pn1bPB1P/2NP1Q2/1PP3PK/4RR2 b - - 1 20,2.4700
r1bq1r2/1p2npk1/6pN/pBpp4/Pn1bPB1P/2NP1Q2/1PP3PK/4RR2 w - - 2 21,3.3400
r1bq1r2/1p2npk1/6pN/pBpp4/Pn1bPB1P/3P1Q2/1PP1N1PK/4RR2 b - - 3 21,1.5900
r1bq1rn1/1p3pk1/6pN/pBpp4/Pn1bPB1P/3P1Q2/1PP1N1PK/4RR2 w - - 4 22,1.8700
r1bq1rn1/1p3pk1/6pN/pBpp4/Pn1bPB1P/3P2Q1/1PP1N1PK/4RR2 b - - 5 22,1.7500
r1bq1rn1/1p3pk1/5bpN/pBpp4/Pn2PB1P/3P2Q1/1PP1N1PK/4RR2 w - - 6 23,2.0700
r1bq1rn1/1pB2pk1/5bpN/pBpp4/Pn2P2P/3P2Q1/1PP1N1PK/4RR2 b - - 7 23,2.0300
r1b2rn1/1pq2pk1/5bpN/pBpp4/Pn2P2P/3P2Q1/1PP1N1PK/4RR2 w - - 0 24,3.8100
r1b2rN1/1pq2pk1/5bp1/pBpp4/Pn2P2P/3P2Q1/1PP1N1PK/4RR2 b - - 0 24,-3.0200
r1b2rN1/1pq2pk1/6p1/pBppb3/Pn2P2P/3P2Q1/1PP1N1PK/4RR2 w - - 1 25,-2.5700
r1b2r2/1pq2pk1/5Np1/pBppb3/Pn2P2P/3P2Q1/1PP1N1PK/4RR2 b - - 2 25,-3.4600
r1b2r2/1pq2pk1/5Np1/pBppb3/P3P2P/3P2Q1/1Pn1N1PK/4RR2 w - - 0 26,-1.8900
r1b2r2/1pq2pk1/6p1/pBppb2N/P3P2P/3P2Q1/1Pn1N1PK/4RR2 b - - 1 26,-1.5700
r1b2r1k/1pq2p2/6p1/pBppb2N/P3P2P/3P2Q1/1Pn1N1PK/4RR2 w - - 2 27,-1.9100
r1b2r1k/1pq2p2/6p1/pBppb2N/P3PN1P/3P2Q1/1Pn3PK/4RR2 b - - 3 27,-2.3100
r1b2r1k/1p3p2/3q2p1/pBppb2N/P3PN1P/3P2Q1/1Pn3PK/4RR2 w - - 4 28,-0.4800
r1b2r1k/1p3p2/3q2p1/pBppb2N/P2PPN1P/6Q1/1Pn3PK/4RR2 b - - 0 28,-1.0400
r1b2r1k/1p3p2/3q2p1/pBppb2N/P2nPN1P/6Q1/1P4PK/4RR2 w - - 0 29,-0.0900
r1b2r1k/1p3p2/3q2N1/pBppb2N/P2nP2P/6Q1/1P4PK/4RR2 b - - 0 29,0.9000
r1b2r1k/1p6/3q2p1/pBppb2N/P2nP2P/6Q1/1P4PK/4RR2 w - - 0 30,0.8100
r1b2R1k/1p6/3q2p1/pBppb2N/P2nP2P/6Q1/1P4PK/4R3 b - - 0 30,0.8100
r1b2R2/1p5k/3q2p1/pBppb2N/P2nP2P/6Q1/1P4PK/4R3 w - - 1 31,0.8100
r1b2R2/1p5k/3q2p1/pBppQ2N/P2nP2P/8/1P4PK/4R3 b - - 0 31,-2.6200
r1b2R2/1p5k/6p1/pBppq2N/P2nP2P/8/1P4PK/4R3 w - - 0 32,-3.0500
r1b2R2/1p5k/6p1/pBppq2N/P2nP2P/6P1/1P5K/4R3 b - - 0 32,-3.4700
r1b2R2/1p5k/6p1/pBppq2N/P3P2P/5nP1/1P5K/4R3 w - - 1 33,-2.6100
r1b2R2/1p5k/6p1/pBppq2N/P3P2P/5nP1/1P4K1/4R3 b - - 2 33,-5.9700
r1b2R2/1p5k/8/pBppq2p/P3P2P/5nP1/1P4K1/4R3 w - - 0 34,-3.9500
r1b5/1p3R1k/8/pBppq2p/P3P2P/5nP1/1P4K1/4R3 b - - 1 34,-4.2100
r1b5/1p3R2/6k1/pBppq2p/P3P2P/5nP1/1P4K1/4R3 w - - 2 35,-3.5800
r1b1B3/1p3R2/6k1/p1ppq2p/P3P2P/5nP1/1P4K1/4R3 b - - 3 35,-7.5800
r1b1B3/1p3R2/6k1/p1ppq2p/P3P2P/6P1/1P4K1/4n3 w - - 0 36,-7.6800
r1b1B3/1p3R2/6k1/p1ppq2p/P3P2P/6P1/1P6/4n1K1 b - - 1 36,-11.6500
r1b1B3/1p3R2/6k1/p1ppq2p/P3P2P/5nP1/1P6/6K1 w - - 2 37,-7.2100
r1b1B3/1p3R2/6k1/p1ppq2p/P3P2P/5nP1/1P4K1/8 b - - 3 37,-8.2400
r1b1B3/1p3R2/6k1/p1ppq2p/P3P2P/6P1/1P4K1/4n3 w - - 4 38,-7.8600
r1b1B3/1p3R2/6k1/p1ppq2p/P3P2P/6P1/1P6/4n1K1 b - - 5 38,-10.0000
r1b1B3/1p3R2/6k1/p1ppq2p/P3P2P/5nP1/1P6/6K1 w - - 6 39,-7.4200
r1b1B3/1p6/6k1/p1ppq2p/P3P2P/5RP1/1P6/6K1 b - - 0 39,-7.4300
r1b1B3/1p4k1/8/p1ppq2p/P3P2P/5RP1/1P6/6K1 w - - 1 40,-5.7700
r1b1B3/1p4k1/8/p1ppqR1p/P3P2P/6P1/1P6/6K1 b - - 2 40,-8.7200
rnbqk1nr/pppp1ppp/8/4p3/1b2PP2/2N5/PPPP2PP/R1BQKBNR b KQkq - 0 3,-0.2900
rnbqk1nr/pppp1ppp/8/8/1b2Pp2/2N5/PPPP2PP/R1BQKBNR w KQkq - 0 4,-0.1900
rnbqk1nr/pppp1ppp/8/7Q/1b2Pp2/2N5/PPPP2PP/R1B1KBNR b KQkq - 1 4,-0.9700
r1bqk1nr/pppp1ppp/2n5/7Q/1b2Pp2/2N5/PPPP2PP/R1B1KBNR w KQkq - 2 5,-0.7800
r1bqk1nr/pppp1ppp/2n5/7Q/1bB1Pp2/2N5/PPPP2PP/R1B1K1NR b KQkq - 3 5,-1.0100
r1bqk1nr/pppp1p1p/2n3p1/7Q/1bB1Pp2/2N5/PPPP2PP/R1B1K1NR w KQkq - 0 6,-0.7700
r1bqk1nr/pppp1p1p/2n3p1/8/1bB1Pp2/2N2Q2/PPPP2PP/R1B1K1NR b KQkq - 1 6,-1.4100
r1bqk1nr/pppp1p1p/2n5/6p1/1bB1Pp2/2N2Q2/PPPP2PP/R1B1K1NR w KQkq - 0 7,0.5000
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,0.2100
rnbqkb1r/ppp2ppp/3ppn2/8/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,0.7000
rnbqkb1r/ppp2ppp/3ppn2/8/2PPP3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 4,0.7500
r1bqkb1r/ppp2ppp/2nppn2/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq - 1 5,0.8800
r1bqkb1r/ppp2ppp/2nppn2/8/2PPP3/2N2N2/PP3PPP/R1BQKB1R b KQkq - 2 5,0.8500
r1bqkb1r/1pp2ppp/p1nppn2/8/2PPP3/2N2N2/PP3PPP/R1BQKB1R w KQkq - 0 6,1.0300
r1bqkb1r/1pp2ppp/p1nppn2/8/2PPP3/2N1BN2/PP3PPP/R2QKB1R b KQkq - 1 6,1.0300
r1bqkb1r/1pp2p1p/p1nppnp1/8/2PPP3/2N1BN2/PP3PPP/R2QKB1R w KQkq - 0 7,1.0900
r1bqkb1r/1pp2p1p/p1nppnp1/8/2PPP3/2N1BN1P/PP3PP1/R2QKB1R b KQkq - 0 7,1.1000
r1bqkb1r/1ppn1p1p/p1npp1p1/8/2PPP3/2N1BN1P/PP3PP1/R2QKB1R w KQkq - 1 8,1.3900
r1bqkb1r/1ppn1p1p/p1npp1p1/8/2PPP3/2N1BN1P/PP1Q1PP1/R3KB1R b KQkq - 2 8,1.2800
r1bqk2r/1ppn1pbp/p1npp1p1/8/2PPP3/2N1BN1P/PP1Q1PP1/R3KB1R w KQkq - 3 9,1.3600
r1bqk2r/1ppn1pbp/p1npp1p1/8/2PPP2P/2N1BN2/PP1Q1PP1/R3KB1R b KQkq - 0 9,1.1300
r1bqk2r/1ppn1pbp/p1np2p1/4p3/2PPP2P/2N1BN2/PP1Q1PP1/R3KB1R w KQkq - 0 10,1.3400
r1bqk2r/1ppn1pbp/p1np2p1/3Pp3/2P1P2P/2N1BN2/PP1Q1PP1/R3KB1R b KQkq - 0 10,1.3300
r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3,0.1600
r1bqkbnr/1ppp1ppp/p1n5/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4,0.6700
r1bqkbnr/1ppp1ppp/p1n5/4p3/4P3/1BN5/PPPP1PPP/R1BQK1NR b KQkq - 1 4,0.1400
r1bqk1nr/1ppp1ppp/p1n5/2b1p3/4P3/1BN5/PPPP1PPP/R1BQK1NR w KQkq - 2 5,0.2000
r1bqk1nr/1ppp1ppp/p1n5/2b1p3/4P3/1BN2N2/PPPP1PPP/R1BQK2R b KQkq - 3 5,0.1200
r1bqk1nr/1ppp1pp1/p1n4p/2b1p3/4P3/1BN2N2/PPPP1PPP/R1BQK2R w KQkq - 0 6,0.4200
r1bqk1nr/1ppp1pp1/p1n4p/2bNp3/4P3/1B3N2/PPPP1PPP/R1BQK2R b KQkq - 1 6,0.2900
r1bqk1nr/bppp1pp1/p1n4p/3Np3/4P3/1B3N2/PPPP1PPP/R1BQK2R w KQkq - 2 7,0.1800
r1bqk1nr/bppp1pp1/p1n4p/3Np3/4P3/1BP2N2/PP1P1PPP/R1BQK2R b KQkq - 0 7,0.1900
r1bqk1nr/bpp2pp1/p1np3p/3Np3/4P3/1BP2N2/PP1P1PPP/R1BQK2R w KQkq - 0 8,0.2000
r1bqk1nr/bpp2pp1/p1np3p/3Np3/4P3/1BPP1N2/PP3PPP/R1BQK2R b KQkq - 0 8,0.0000
r1bqk2r/bpp1npp1/p1np3p/3Np3/4P3/1BPP1N2/PP3PPP/R1BQK2R w KQkq - 1 9,0.1200
r1bqk2r/bpp1npp1/p1np3p/4p3/4P3/1BPPNN2/PP3PPP/R1BQK2R b KQkq - 2 9,0.1200
r1bqk2r/bpp1npp1/p2p3p/n3p3/4P3/1BPPNN2/PP3PPP/R1BQK2R w KQkq - 3 10,0.5500
r1bqk2r/bpp1npp1/p2p3p/n3p3/4P3/2PPNN2/PPB2PPP/R1BQK2R b KQkq - 4 10,0.6000
r1bq1rk1/bpp1npp1/p2p3p/n3p3/4P3/2PPNN2/PPB2PPP/R1BQK2R w KQ - 5 11,0.5700
r1bq1rk1/bpp1npp1/p2p3p/n3p3/4P2N/2PPN3/PPB2PPP/R1BQK2R b KQ - 6 11,0.2700
r1bq1rk1/bpp1npp1/p1np3p/4p3/4P2N/2PPN3/PPB2PPP/R1BQK2R w KQ - 7 12,0.8600
r1bq1rk1/bpp1npp1/p1np3p/4p3/4P2N/2PPN2P/PPB2PP1/R1BQK2R b KQ - 0 12,0.2000
r1bq1r2/bpp1nppk/p1np3p/4p3/4P2N/2PPN2P/PPB2PP1/R1BQK2R w KQ - 1 13,0.5600
r1bq1r2/bpp1nppk/p1np3p/4p3/4P2N/2PPN2P/PPB1QPP1/R1B1K2R b KQ - 2 13,0.3500
r1bq1r2/bpp1nppk/p1n4p/3pp3/4P2N/2PPN2P/PPB1QPP1/R1B1K2R w KQ - 0 14,0.6700
r1bq1r2/bpp1nppk/p1n4p/3Pp3/7N/2PPN2P/PPB1QPP1/R1B1K2R b KQ - 0 14,0.8500
r1bq1r2/bpp2ppk/p1n4p/3np3/7N/2PPN2P/PPB1QPP1/R1B1K2R w KQ - 0 15,1.0500
r1bq1r2/bpp2ppk/p1n4p/3np3/3P3N/2P1N2P/PPB1QPP1/R1B1K2R b KQ - 0 15,0.6700
r1bq1rk1/bpp2pp1/p1n4p/3np3/3P3N/2P1N2P/PPB1QPP1/R1B1K2R w KQ - 1 16,0.6700
r1bq1rk1/bpp2pp1/p1n4p/3np3/3P3N/2PQN2P/PPB2PP1/R1B1K2R b KQ - 2 16,0.3400
r1bq1rk1/bpp3p1/p1n4p/3npp2/3P3N/2PQN2P/PPB2PP1/R1B1K2R w KQ - 0 17,2.3300
r1bq1rk1/bpp3p1/p1n4p/3Npp2/3P3N/2PQ3P/PPB2PP1/R1B1K2R b KQ - 0 17,0.6700
r1bq1rk1/bpp3p1/p1n4p/3N1p2/3p3N/2PQ3P/PPB2PP1/R1B1K2R w KQ - 0 18,2.3000
r1bq1rk1/bpp3p1/p1n4p/3N1p2/3p3N/2PQ3P/PPB2PP1/R1B2RK1 b - - 1 18,0.7500
r1bq1r2/bpp3pk/p1n4p/3N1p2/3p3N/2PQ3P/PPB2PP1/R1B2RK1 w - - 2 19,2.3100
r1bq1r2/bpp3pk/p1n4B/3N1p2/3p3N/2PQ3P/PPB2PP1/R4RK1 b - - 0 19,0.6200
r1bq1r2/bpp4k/p1n4p/3N1p2/3p3N/2PQ3P/PPB2PP1/R4RK1 w - - 0 20,2.4700
r1bq1r2/bpp4k/p1n4p/3N1p2/3p3N/2PQ3P/PPB2PP1/R3R1K1 b - - 1 20,-2.0500
r1b2r2/bpp4k/p1n4p/3q1p2/3p3N/2PQ3P/PPB2PP1/R3R1K1 w - - 0 21,-2.0500
r1b2r2/bpp4k/p1n4p/3q1p2/3p3N/2PQ3P/PPB2PP1/R3R2K b - - 1 21,-2.6100
r1b2r2/1pp4k/pbn4p/3q1p2/3p3N/2PQ3P/PPB2PP1/R3R2K w - - 2 22,-2.7500
r1b2r2/1pp4k/pbn4p/3q1p2/3p3N/2PQ3P/PPB2PP1/R3R1K1 b - - 3 22,-2.7200
r1bq1r2/1pp4k/pbn4p/5p2/3p3N/2PQ3P/PPB2PP1/R3R1K1 w - - 4 23,-2.2200
r1bq1r2/1pp4k/pbn4p/5p2/3p3N/2PQ2PP/PPB2P2/R3R1K1 b - - 0 23,-3.1800
r1b2r2/1pp4k/pbn2q1p/5p2/3p3N/2PQ2PP/PPB2P2/R3R1K1 w - - 1 24,-2.8700
r1b2r2/1pp4k/pbn2q1p/5p2/3p4/2PQ2PP/PPB2PN1/R3R1K1 b - - 2 24,-3.6500
r4r2/1ppb3k/pbn2q1p/5p2/3p4/2PQ2PP/PPB2PN1/R3R1K1 w - - 3 25,-3.2800
r4r2/1ppb3k/pbn2q1p/5p2/3p4/2PQ2PP/PPB2PN1/3RR1K1 b - - 4 25,-3.5400
4rr2/1ppb3k/pbn2q1p/5p2/3p4/2PQ2PP/PPB2PN1/3RR1K1 w - - 5 26,-3.0300
4rr2/1ppb3k/pbn2q1p/5p2/3p2P1/2PQ3P/PPB2PN1/3RR1K1 b - - 0 26,-3.3600
4rr1k/1ppb4/pbn2q1p/5p2/3p2P1/2PQ3P/PPB2PN1/3RR1K1 w - - 1 27,-3.5800
4rr1k/1ppb4/pbn2q1p/5p2/3p2P1/2P4P/PPBQ1PN1/3RR1K1 b - - 2 27,-4.1200
5r1k/1ppb4/pbn2q1p/5p2/3p2P1/2P4P/PPBQ1PN1/3Rr1K1 w - - 0 28,-4.1100
5r1k/1ppb4/pbn2q1p/5p2/3p2P1/2P4P/PPBQ1P2/3RN1K1 b - - 0 28,-5.1800
5r1k/1ppb2q1/pbn4p/5p2/3p2P1/2P4P/PPBQ1P2/3RN1K1 w - - 1 29,-4.7000
5r1k/1ppb2q1/pbn4p/5p2/3p2P1/2P4P/PPBQ1P1K/3RN3 b - - 2 29,-5.1100
5r1k/1ppb2q1/pbn4p/8/3p2p1/2P4P/PPBQ1P1K/3RN3 w - - 0 30,-4.5500
5r1k/1ppb2q1/pbn4p/8/3p2p1/2P4P/PPBQ1P2/3RN2K b - - 1 30,-5.2900
5r1k/1ppb4/pbn2q1p/8/3p2p1/2P4P/PPBQ1P2/3RN2K w - - 2 31,-4.5200
5r1k/1ppb4/pbn2q1p/8/3p2p1/2P4P/PPBQ1PN1/3R3K b - - 3 31,-4.8000
5r1k/1ppb4/pbn4p/6q1/3p2p1/2P4P/PPBQ1PN1/3R3K w - - 4 32,-4.9000
5r1k/1ppb4/pbn4p/6q1/3p2p1/2PQ3P/PPB2PN1/3R3K b - - 5 32,-5.1500
7k/1ppb1r2/pbn4p/6q1/3p2p1/2PQ3P/PPB2PN1/3R3K w - - 6 33,-3.7600
7k/1ppb1r2/pbn4p/6q1/3pQ1p1/2P4P/PPB2PN1/3R3K b - - 7 33,-4.7200
3n3k/1ppb1r2/pb5p/6q1/3pQ1p1/2P4P/PPB2PN1/3R3K w - - 8 34,-3.8100
rnbqkbnr/pp1p1ppp/2p1p3/8/3P4/5N2/PPPNPPPP/R1BQKB1R b KQkq - 1 3,0.7200
rnbqkb1r/pp1pnppp/2p1p3/8/3P4/5N2/PPPNPPPP/R1BQKB1R w KQkq - 2 4,1.1700
rnbqkb1r/pp1pnppp/2p1p3/8/3PP3/5N2/PPPN1PPP/R1BQKB1R b KQkq - 0 4,1.1600
rnbqkb1r/pp1pnpp1/2p1p2p/8/3PP3/5N2/PPPN1PPP/R1BQKB1R w KQkq - 0 5,1.2600
rnbqkb1r/pp1pnpp1/2p1p2p/8/P2PP3/5N2/1PPN1PPP/R1BQKB1R b KQkq - 0 5,1.3300
rnbqkb1r/p2pnpp1/1pp1p2p/8/P2PP3/5N2/1PPN1PPP/R1BQKB1R w KQkq - 0 6,1.4600
rnbqkb1r/p2pnpp1/1pp1p2p/8/PP1PP3/5N2/2PN1PPP/R1BQKB1R b KQkq - 0 6,1.2100
rnbqkb1r/p3npp1/1pp1p2p/3p4/PP1PP3/5N2/2PN1PPP/R1BQKB1R w KQkq - 0 7,1.2400
rnbqkb1r/p3npp1/1pp1p2p/P2p4/1P1PP3/5N2/2PN1PPP/R1BQKB1R b KQkq - 0 7,0.9400
r1bqkb1r/p2nnpp1/1pp1p2p/P2p4/1P1PP3/5N2/2PN1PPP/R1BQKB1R w KQkq - 1 8,1.4700
r1bqkb1r/p2nnpp1/1pp1p2p/P2p4/1PPPP3/5N2/3N1PPP/R1BQKB1R b KQkq - 0 8,1.1800
r1bqkb1r/p2nnpp1/2p1p2p/p2p4/1PPPP3/5N2/3N1PPP/R1BQKB1R w KQkq - 0 9,0.9100
r1bqkb1r/p2nnpp1/2p1p2p/p2P4/1PPP4/5N2/3N1PPP/R1BQKB1R b KQkq - 0 9,0.3600
r1bqkb1r/p2nnpp1/2p4p/p2p4/1PPP4/5N2/3N1PPP/R1BQKB1R w KQkq - 0 10,0.4800
r1bqkb1r/p2nnpp1/2p4p/P2p4/2PP4/5N2/3N1PPP/R1BQKB1R b KQkq - 0 10,0.2000
r1bqkb1r/p2nnp2/2p3pp/P2p4/2PP4/5N2/3N1PPP/R1BQKB1R w KQkq - 0 11,0.8900
r1bqkb1r/p2nnp2/2p3pp/P2p4/2PP4/5N1P/3N1PP1/R1BQKB1R b KQkq - 0 11,0.2500
r1bqk2r/p2nnpb1/2p3pp/P2p4/2PP4/5N1P/3N1PP1/R1BQKB1R w KQkq - 1 12,0.3300
r1bqk2r/p2nnpb1/2p3pp/P2p4/2PP4/3B1N1P/3N1PP1/R1BQK2R b KQkq - 2 12,-0.0300
r1bq1rk1/p2nnpb1/2p3pp/P2p4/2PP4/3B1N1P/3N1PP1/R1BQK2R w KQ - 3 13,0.3700
r1bq1rk1/p2nnpb1/2p3pp/P2p4/2PP4/B2B1N1P/3N1PP1/R2QK2R b KQ - 4 13,0.2200
r1bqr1k1/p2nnpb1/2p3pp/P2p4/2PP4/B2B1N1P/3N1PP1/R2QK2R w KQ - 5 14,0.2200
r1bqr1k1/p2nnpb1/2p3pp/P2p4/2PP4/B2B1N1P/3N1PP1/R2Q1RK1 b - - 6 14,0.1700
r1bqr1k1/p2nnpb1/6pp/P1pp4/2PP4/B2B1N1P/3N1PP1/R2Q1RK1 w - - 0 15,0.8700
r1bqr1k1/p2nnpb1/6pp/P1pp4/2PP4/B2B1N1P/3N1PP1/2RQ1RK1 b - - 1 15,-0.3600
r2qr1k1/p2nnpb1/b5pp/P1pp4/2PP4/B2B1N1P/3N1PP1/2RQ1RK1 w - - 2 16,0.0200
r2qr1k1/p2nnpb1/b5pp/P1pp4/2PP4/B2B1N1P/3N1PP1/2RQR1K1 b - - 3 16,-0.2100
r3r1k1/p2nnpb1/b5pp/q1pp4/2PP4/B2B1N1P/3N1PP1/2RQR1K1 w - - 0 17,-0.2000
r3r1k1/p2nnpb1/b5pp/q1pp4/2PP4/B2B1N1P/3N1PP1/R2QR1K1 b - - 1 17,-0.1200
